filePath,pointSize,styleItemName,styleItemCategory,styleItemTags,styleItemUniqueId,styleItemGeometryType,notes
{Symbols_Root}\Appendices\ControlMeasures\25240101.emf,64,Fires Areas : Airspace Coordination Area : Irregular,Control Measure : Area,Control Measure;Fires Areas;Airspace Coordination Area;Irregular;MAIN;G*FPACAI--****X;Area;Fires Areas : Airspace Coordination Area : Irregular;25240101,25240101,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240102.emf,64,Fires Areas : Airspace Coordination Area : Rectangular,Control Measure : Area,Control Measure;Fires Areas;Airspace Coordination Area;Rectangular;MAIN;G*FPACAR--****X;Area;Fires Areas : Airspace Coordination Area : Rectangular;25240102,25240102,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240103.emf,64,Fires Areas : Airspace Coordination Area : Circular,Control Measure : Area,Control Measure;Fires Areas;Airspace Coordination Area;Circular;MAIN;G*FPACAC--****X;Area;Fires Areas : Airspace Coordination Area : Circular;25240103,25240103,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240201.emf,64,Fires Areas : Free Fire Area : Irregular,Control Measure : Area,Control Measure;Fires Areas;Free Fire Area;Irregular;MAIN;G*FPACFI--****X;Area;Fires Areas : Free Fire Area : Irregular;25240201,25240201,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240202.emf,64,Fires Areas : Free Fire Area : Rectangular,Control Measure : Area,Control Measure;Fires Areas;Free Fire Area;Rectangular;MAIN;G*FPACFR--****X;Area;Fires Areas : Free Fire Area : Rectangular;25240202,25240202,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240203.emf,64,Fires Areas : Free Fire Area : Circular,Control Measure : Area,Control Measure;Fires Areas;Free Fire Area;Circular;MAIN;G*FPACFC--****X;Area;Fires Areas : Free Fire Area : Circular;25240203,25240203,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240301.emf,64,Fires Areas : No Fire Area : Irregular,Control Measure : Area,Control Measure;Fires Areas;No Fire Area;Irregular;MAIN;G*FPACNI--****X;Area;Fires Areas : No Fire Area : Irregular;25240301,25240301,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240302.emf,64,Fires Areas : No Fire Area : Rectangular,Control Measure : Area,Control Measure;Fires Areas;No Fire Area;Rectangular;MAIN;G*FPACNR--****X;Area;Fires Areas : No Fire Area : Rectangular;25240302,25240302,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240303.emf,64,Fires Areas : No Fire Area : Circular,Control Measure : Area,Control Measure;Fires Areas;No Fire Area;Circular;MAIN;G*FPACNC--****X;Area;Fires Areas : No Fire Area : Circular;25240303,25240303,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240401.emf,64,Fires Areas : Restricted Fire Area : Irregular,Control Measure : Area,Control Measure;Fires Areas;Restricted Fire Area;Irregular;MAIN;G*FPACRI--****X;Area;Fires Areas : Restricted Fire Area : Irregular;25240401,25240401,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240402.emf,64,Fires Areas : Restricted Fire Area : Rectangular,Control Measure : Area,Control Measure;Fires Areas;Restricted Fire Area;Rectangular;MAIN;G*FPACRR--****X;Area;Fires Areas : Restricted Fire Area : Rectangular;25240402,25240402,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240403.emf,64,Fires Areas : Restricted Fire Area : Circular,Control Measure : Area,Control Measure;Fires Areas;Restricted Fire Area;Circular;MAIN;G*FPACRC--****X;Area;Fires Areas : Restricted Fire Area : Circular;25240403,25240403,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240501.emf,64,Fires Areas : Position Area For Artillery (PAA) : Rectangular,Control Measure : Area,Control Measure;Fires Areas;Position Area For Artillery (PAA);Rectangular;MAIN;G*FPACPR--****X;Area;Fires Areas : Position Area For Artillery (PAA) : Rectangular;25240501,25240501,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240502.emf,64,Fires Areas : Position Area For Artillery (PAA) : Circular,Control Measure : Area,Control Measure;Fires Areas;Position Area For Artillery (PAA);Circular;MAIN;G*FPACPC--****X;Area;Fires Areas : Position Area For Artillery (PAA) : Circular;25240502,25240502,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240801.emf,64,Fires Areas : Area Targets : Area Target,Control Measure : Area,Control Measure;Fires Areas;Area Targets;Area Target;MAIN;G*FPAT----****X;Area;Fires Areas : Area Targets : Area Target;25240801,25240801,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240802.emf,64,Fires Areas : Area Targets : Rectangular Target,Control Measure : Area,Control Measure;Fires Areas;Area Targets;Rectangular Target;MAIN;G*FPATR---****X;Area;Fires Areas : Area Targets : Rectangular Target;25240802,25240802,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240803.emf,64,Fires Areas : Area Targets : Circular Target,Control Measure : Area,Control Measure;Fires Areas;Area Targets;Circular Target;MAIN;G*FPATC---****X;Area;Fires Areas : Area Targets : Circular Target;25240803,25240803,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240804.emf,64,Fires Areas : Area Targets : Rectangular Target - Single Target,Control Measure : Area,Control Measure;Fires Areas;Area Targets;Rectangular Target - Single Target;MAIN;SIDC_IS_NA;Area;Fires Areas : Area Targets : Rectangular Target - Single Target;25240804,25240804,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240805.a.emf,64,Fires Areas : Area Targets : Series of Targets,Control Measure : Area,Control Measure;Fires Areas;Area Targets;Series of Targets;MAIN;G*FPATG---****X;Area;Fires Areas : Area Targets : Series of Targets;25240805,25240805,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240806.emf,64,Fires Areas : Area Targets : Smoke Target,Control Measure : Area,Control Measure;Fires Areas;Area Targets;Smoke Target;MAIN;G*FPATS---****X;Area;Fires Areas : Area Targets : Smoke Target;25240806,25240806,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240807.emf,64,Fires Areas : Area Targets : Smoke Planned or On Order,Control Measure : Area,Control Measure;Fires Areas;Area Targets;Smoke Planned or On Order;MAIN;SIDC_IS_NA;Area;Fires Areas : Area Targets : Smoke Planned or On Order;25240807,25240807,Area,
{Symbols_Root}\Appendices\ControlMeasures\25240808.emf,64,Fires Areas : Area Targets : Bomb Area,Control Measure : Area,Control Measure;Fires Areas;Area Targets;Bomb Area;MAIN;G*FPATB---****X;Area;Fires Areas : Area Targets : Bomb Area;25240808,25240808,Area,
{Symbols_Root}\Appendices\ControlMeasures\25241001.emf,64,Fires Areas : Fire Support Area : Irregular,Control Measure : Area,Control Measure;Fires Areas;Fire Support Area;Irregular;MAIN;G*FPACSI--****X;Area;Fires Areas : Fire Support Area : Irregular;25241001,25241001,Area,
{Symbols_Root}\Appendices\ControlMeasures\25241002.emf,64,Fires Areas : Fire Support Area : Rectangular,Control Measure : Area,Control Measure;Fires Areas;Fire Support Area;Rectangular;MAIN;G*FPACSR--****X;Area;Fires Areas : Fire Support Area : Rectangular;25241002,25241002,Area,
{Symbols_Root}\Appendices\ControlMeasures\25241003.emf,64,Fires Areas : Fire Support Area : Circular,Control Measure : Area,Control Measure;Fires Areas;Fire Support Area;Circular;MAIN;G*FPACSC--****X;Area;Fires Areas : Fire Support Area : Circular;25241003,25241003,Area,
{Symbols_Root}\Appendices\ControlMeasures\25241101.emf,64,Fires Areas : Artillery Target Intelligence Zone : Irregular,Control Measure : Area,Control Measure;Fires Areas;Artillery Target Intelligence Zone;Irregular;MAIN;G*FPAZII--****X;Area;Fires Areas : Artillery Target Intelligence Zone : Irregular;25241101,25241101,Area,
{Symbols_Root}\Appendices\ControlMeasures\25241102.emf,64,Fires Areas : Artillery Target Intelligence Zone : Rectangular,Control Measure : Area,Control Measure;Fires Areas;Artillery Target Intelligence Zone;Rectangular;MAIN;G*FPAZIR--****X;Area;Fires Areas : Artillery Target Intelligence Zone : Rectangular;25241102,25241102,Area,
{Symbols_Root}\Appendices\ControlMeasures\25241103.emf,64,Fires Areas : Artillery Target Intelligence Zone : Circular,Control Measure : Area,Control Measure;Fires Areas;Artillery Target Intelligence Zone;Circular;MAIN;SIDC_IS_NA;Area;Fires Areas : Artillery Target Intelligence Zone : Circular;25241103,25241103,Area,
{Symbols_Root}\Appendices\ControlMeasures\25241201.emf,64,Fires Areas : Call for Fire Area : Irregular,Control Measure : Area,Control Measure;Fires Areas;Call for Fire Area;Irregular;MAIN;G*FPAZXI--****X;Area;Fires Areas : Call for Fire Area : Irregular;25241201,25241201,Area,
{Symbols_Root}\Appendices\ControlMeasures\25241202.emf,64,Fires Areas : Call for Fire Area : Rectangular,Control Measure : Area,Control Measure;Fires Areas;Call for Fire Area;Rectangular;MAIN;G*FPAZXR--****X;Area;Fires Areas : Call for Fire Area : Rectangular;25241202,25241202,Area,
{Symbols_Root}\Appendices\ControlMeasures\25241203.emf,64,Fires Areas : Call for Fire Area : Circular,Control Measure : Area,Control Measure;Fires Areas;Call for Fire Area;Circular;MAIN;SIDC_IS_NA;Area;Fires Areas : Call for Fire Area : Circular;25241203,25241203,Area,
{Symbols_Root}\Appendices\ControlMeasures\25241301.emf,64,Fires Areas : Censor Zone : Irregular,Control Measure : Area,Control Measure;Fires Areas;Censor Zone;Irregular;MAIN;G*FPAZCI--****X;Area;Fires Areas : Censor Zone : Irregular;25241301,25241301,Area,
{Symbols_Root}\Appendices\ControlMeasures\25241302.emf,64,Fires Areas : Censor Zone : Rectangular,Control Measure : Area,Control Measure;Fires Areas;Censor Zone;Rectangular;MAIN;G*FPAZCR--****X;Area;Fires Areas : Censor Zone : Rectangular;25241302,25241302,Area,
