filePath,pointSize,styleItemName,styleItemCategory,styleItemTags,styleItemUniqueId,styleItemGeometryType,notes
{Symbols_Root}\Appendices\Land\20120801.emf,64,Infrastructure : Military : Military Armory,Land Installation : Main Icon,Land Installation;Infrastructure;Military Infrastructure;Military Armory;FULL_OCTAGON;E*FPGA----H****;Point;Infrastructure : Military : Military Armory;20120801,20120801,Point,
{Symbols_Root}\Appendices\Land\20120802.emf,64,Infrastructure : Military : Military Base,Land Installation : Main Icon,Land Installation;Infrastructure;Military Infrastructure;Military Base;FULL_OCTAGON;S*GPIB----H****;Point;Infrastructure : Military : Military Base;20120802,20120802,Point,
{Symbols_Root}\Appendices\Land\20120900.emf,64,Infrastructure : Postal Services,Land Installation : Main Icon,Land Installation;Infrastructure;Postal Services Infrastructure;FULL_OCTAGON;E*FPH-----H****;Point;Infrastructure : Postal Services;20120900,20120900,Point,
{Symbols_Root}\Appendices\Land\20120901.emf,64,Infrastructure : Postal Services : Postal Distribution Center,Land Installation : Main Icon,Land Installation;Infrastructure;Postal Services Infrastructure;Postal Distribution Center;FULL_OCTAGON;E*FPHA----H****;Point;Infrastructure : Postal Services : Postal Distribution Center;20120901,20120901,Point,
{Symbols_Root}\Appendices\Land\20120902.emf,64,Infrastructure : Postal Services : Post Office,Land Installation : Main Icon,Land Installation;Infrastructure;Postal Services Infrastructure;Post Office;FULL_OCTAGON;E*FPHB----H****;Point;Infrastructure : Postal Services : Post Office;20120902,20120902,Point,
{Symbols_Root}\Appendices\Land\20121000.emf,64,Infrastructure : Public Venues,Land Installation : Main Icon,Land Installation;Infrastructure;Public Venues Infrastructure;FULL_OCTAGON;E*FPI-----H****;Point;Infrastructure : Public Venues;20121000,20121000,Point,
{Symbols_Root}\Appendices\Land\20121001.emf,64,Infrastructure : Public Venues : Enclosed Facility,Land Installation : Main Icon,Land Installation;Infrastructure;Public Venues Infrastructure;Enclosed Facility;FULL_OCTAGON;E*FPIA----H****;Point;Infrastructure : Public Venues : Enclosed Facility;20121001,20121001,Point,
{Symbols_Root}\Appendices\Land\20121002.emf,64,Infrastructure : Public Venues : Open Facility,Land Installation : Main Icon,Land Installation;Infrastructure;Public Venues Infrastructure;Open Facility;FULL_OCTAGON;E*FPIB----H****;Point;Infrastructure : Public Venues : Open Facility;20121002,20121002,Point,
{Symbols_Root}\Appendices\Land\20121003.emf,64,Infrastructure : Public Venues : Recreational Area,Land Installation : Main Icon,Land Installation;Infrastructure;Public Venues Infrastructure;Recreational Area;FULL_OCTAGON;E*FPIC----H****;Point;Infrastructure : Public Venues : Recreational Area;20121003,20121003,Point,
{Symbols_Root}\Appendices\Land\20121004.emf,64,Infrastructure : Public Venues : Religious Institution,Land Installation : Main Icon,Land Installation;Infrastructure;Public Venues Infrastructure;Religious Institution;FULL_OCTAGON;E*FPID----H****;Point;Infrastructure : Public Venues : Religious Institution;20121004,20121004,Point,
{Symbols_Root}\Appendices\Land\20121100.emf,64,Infrastructure : Special Needs,Land Installation : Main Icon,Land Installation;Infrastructure;Special Needs Infrastructure;FULL_OCTAGON;E*FPJ-----H****;Point;Infrastructure : Special Needs;20121100,20121100,Point,
{Symbols_Root}\Appendices\Land\20121101.emf,64,Infrastructure : Special Needs : Adult Day Care,Land Installation : Main Icon,Land Installation;Infrastructure;Special Needs Infrastructure;Adult Day Care;FULL_OCTAGON;E*FPJA----H****;Point;Infrastructure : Special Needs : Adult Day Care;20121101,20121101,Point,
