# Source File: https://github.com/Esri/military-features-data/blob/master/test/TestReproData/Mil-2525C-Wildcards.csv
# License: Apache V2: https://github.com/Esri/military-features-data/blob/master/license.txt
# Full SIDC,SIDC By Parts,Hierarchy Code,Name,Geometry
G*G*GPUUS-****X,G * G * GP UU S- ** ** X,TACGRP.C2GM.GNL.PNT.USW.UH2.SNK,Sinker,
G*G*GPWA--****X,G * G * GP WA -- ** ** X,TACGRP.C2GM.GNL.PNT.WPN.AIMPNT,Aim Point,
G*G*GPWD--****X,G * G * GP WD -- ** ** X,TACGRP.C2GM.GNL.PNT.WPN.DRPPNT,Drop Point,
G*G*GPWE--****X,G * G * GP WE -- ** ** X,TACGRP.C2GM.GNL.PNT.WPN.ENTPNT,Entry Point,
G*G*GPWG--****X,G * G * GP WG -- ** ** X,TACGRP.C2GM.GNL.PNT.WPN.GRDZRO,Ground Zero,
G*G*GPWI--****X,G * G * GP WI -- ** ** X,TACGRP.C2GM.GNL.PNT.WPN.IMTPNT,Impact Point,
G*G*GPWM--****X,G * G * GP WM -- ** ** X,TACGRP.C2GM.GNL.PNT.WPN.MSLPNT,Msl Detect Point,
G*G*GPWP--****X,G * G * GP WP -- ** ** X,TACGRP.C2GM.GNL.PNT.WPN.PIPNT,Predicted Impact Point,
G*G*OAF---****X,G * G * OA F- -- ** ** X,TACGRP.C2GM.OFF.ARS.AFP,Attack By Fire Position,pg
G*G*OAA---****X,G * G * OA A- -- ** ** X,TACGRP.C2GM.OFF.ARS.ASTPSN,Assault Position,pg
G*G*OAK---****X,G * G * OA K- -- ** ** X,TACGRP.C2GM.OFF.ARS.ATKPSN,Attack Position,pg
G*G*OAO---****X,G * G * OA O- -- ** ** X,TACGRP.C2GM.OFF.ARS.OBJ,Objective,pg
G*G*OAP---****X,G * G * OA P- -- ** ** X,TACGRP.C2GM.OFF.ARS.PBX,Penetration Box,pg
G*G*OAS---****X,G * G * OA S- -- ** ** X,TACGRP.C2GM.OFF.ARS.SFP,Support By Fire Position,pl
G*G*OLAA--****X,G * G * OL AA -- ** ** X,TACGRP.C2GM.OFF.LNE.AXSADV.ABN,Airborne,pl
G*G*OLAR--****X,G * G * OL AR -- ** ** X,TACGRP.C2GM.OFF.LNE.AXSADV.ATK,Attack  Rotary Wingv,pl
G*G*OLAV--****X,G * G * OL AV -- ** ** X,TACGRP.C2GM.OFF.LNE.AXSADV.AVN,Aviation,pl
G*G*OLAGM-****X,G * G * OL AG M- ** ** X,TACGRP.C2GM.OFF.LNE.AXSADV.GRD.MANATK,Main Attack,pl
G*G*OLAGS-****X,G * G * OL AG S- ** ** X,TACGRP.C2GM.OFF.LNE.AXSADV.GRD.SUPATK,Supporting Attack,pl
G*G*OLKA--****X,G * G * OL KA -- ** ** X,TACGRP.C2GM.OFF.LNE.DIRATK.AVN,Aviation,pl
G*G*OLKGM-****X,G * G * OL KG M- ** ** X,TACGRP.C2GM.OFF.LNE.DIRATK.GRD.MANATK,Main Attack,pl
G*G*OLKGS-****X,G * G * OL KG S- ** ** X,TACGRP.C2GM.OFF.LNE.DIRATK.GRD.SUPATK,Supporting Attack,pl
G*G*OLF---****X,G * G * OL F- -- ** ** X,TACGRP.C2GM.OFF.LNE.FCL,Final Coordination Line,pl
G*G*OLI---****X,G * G * OL I- -- ** ** X,TACGRP.C2GM.OFF.LNE.INFNLE,Infiltration Lane,pl
G*G*OLT---****X,G * G * OL T- -- ** ** X,TACGRP.C2GM.OFF.LNE.LD,Line Of Departure,pl
G*G*OLC---****X,G * G * OL C- -- ** ** X,TACGRP.C2GM.OFF.LNE.LDLC,Line Of Departure/Line Of Contact (Ld/Lc),pl
G*G*OLL---****X,G * G * OL L- -- ** ** X,TACGRP.C2GM.OFF.LNE.LMTADV,Limit Of Advance,pl
G*G*OLP---****X,G * G * OL P- -- ** ** X,TACGRP.C2GM.OFF.LNE.PLD,Probable Line Of Deployment (Pld),pl
G*G*OPP---****X,G * G * OP P- -- ** ** X,TACGRP.C2GM.OFF.PNT.PNTD,Point Of Departure,
G*G*SAA---****X,G * G * SA A- -- ** ** X,TACGRP.C2GM.SPL.ARA.AHD,Airhead,pg
G*G*SAO---****X,G * G * SA O- -- ** ** X,TACGRP.C2GM.SPL.ARA.AOO,Area Of Operations (Ao),pg
G*G*SAE---****X,G * G * SA E- -- ** ** X,TACGRP.C2GM.SPL.ARA.ENCMT,Encirclement,pg
G*G*SAN---****X,G * G * SA N- -- ** ** X,TACGRP.C2GM.SPL.ARA.NAI,Named Area Of Interest (Nai),pg
G*G*SAT---****X,G * G * SA T- -- ** ** X,TACGRP.C2GM.SPL.ARA.TAI,Targeted Area Of Interest (Tai),pg
G*G*SLA---****X,G * G * SL A- -- ** ** X,TACGRP.C2GM.SPL.LNE.AMB,Ambush,pl
G*G*SLB---****X,G * G * SL B- -- ** ** X,TACGRP.C2GM.SPL.LNE.BRGH,Bridgehead,pl
G*G*SLH---****X,G * G * SL H- -- ** ** X,TACGRP.C2GM.SPL.LNE.HGL,Holding Line,pl
G*G*SLR---****X,G * G * SL R- -- ** ** X,TACGRP.C2GM.SPL.LNE.REL,Release Line,pl
G*S*AD----****X,G * S* AD -- -- ** ** X,TACGRP.CSS.ARA.DHA,Detainee Holding Area,pg
G*S*AE----****X,G * S* AE -- -- ** ** X,TACGRP.CSS.ARA.EPWHA,Enemy Prisoner Of War (Epw) Holding Area,pg
G*S*AR----****X,G * S* AR -- -- ** ** X,TACGRP.CSS.ARA.FARP,Forward Arming And Refueling Area (Farp),pg
G*S*AH----****X,G * S* AH -- -- ** ** X,TACGRP.CSS.ARA.RHA,Refugee Holding Area,pg
G*S*ASB---****X,G * S* AS B- -- ** ** X,TACGRP.CSS.ARA.SUPARS.BSA,Brigade (Bsa),pg
G*S*ASD---****X,G * S* AS D- -- ** ** X,TACGRP.CSS.ARA.SUPARS.DSA,Division (Dsa),pg
G*S*ASR---****X,G * S* AS R- -- ** ** X,TACGRP.CSS.ARA.SUPARS.RSA,Regimental (Rsa),pg
G*S*LCH---****X,G * S* LC H- -- ** ** X,TACGRP.CSS.LNE.CNY.HCNY,Halted Convoy,pl
G*S*LCM---****X,G * S* LC M- -- ** ** X,TACGRP.CSS.LNE.CNY.MCNY,Moving Convoy,pl
G*S*LRO---****X,G * S* LR O- -- ** ** X,TACGRP.CSS.LNE.SLPRUT.1WTRFF,One-Way Traffic,pl
G*S*LRW---****X,G * S* LR W- -- ** ** X,TACGRP.CSS.LNE.SLPRUT.2WTRFF,Two-Way Traffic,pl
G*S*LRA---****X,G * S* LR A- -- ** ** X,TACGRP.CSS.LNE.SLPRUT.ASRUT,Alternate Supply Route,pl
G*S*LRT---****X,G * S* LR T- -- ** ** X,TACGRP.CSS.LNE.SLPRUT.ATRFF,Alternating Traffic,pl
G*S*LRM---****X,G * S* LR M- -- ** ** X,TACGRP.CSS.LNE.SLPRUT.MSRUT,Main Supply Route,pl
G*S*PX----****X,G * S* PX -- -- ** ** X,TACGRP.CSS.PNT.AEP,Ambulance Exchange Point,
G*S*PAS---****X,G * S* PA S- -- ** ** X,TACGRP.CSS.PNT.AP.ASP,Ammunition Supply Point (Asp),
G*S*PAT---****X,G * S* PA T- -- ** ** X,TACGRP.CSS.PNT.AP.ATP,Ammunition Transfer Point (Atp),
G*S*PC----****X,G * S* PC -- -- ** ** X,TACGRP.CSS.PNT.CBNP,Cannibalization Point,
G*S*PY----****X,G * S* PY -- -- ** ** X,TACGRP.CSS.PNT.CCP,Casualty Collection Point,
G*S*PT----****X,G * S* PT -- -- ** ** X,TACGRP.CSS.PNT.CVP,Civilian Collection Point,
G*S*PD----****X,G * S* PD -- -- ** ** X,TACGRP.CSS.PNT.DCP,Detainee Collection Point,
G*S*PE----****X,G * S* PE -- -- ** ** X,TACGRP.CSS.PNT.EPWCP,Enemy Prisoner Of War (Epw) Collection Point,
G*S*PL----****X,G * S* PL -- -- ** ** X,TACGRP.CSS.PNT.LRP,Logistics Release Point (Lrp),
G*S*PM----****X,G * S* PM -- -- ** ** X,TACGRP.CSS.PNT.MCP,Maintenance Collection Point,
G*S*PU----****X,G * S* PU -- -- ** ** X,TACGRP.CSS.PNT.ROM,Refuel On The Move (Rom) Point,
G*S*PR----****X,G * S* PR -- -- ** ** X,TACGRP.CSS.PNT.RRRP,Rearm  Refuel And Resupply Point,
G*S*PSA---****X,G * S* PS A- -- ** ** X,TACGRP.CSS.PNT.SPT.CLS1,Class I,
G*S*PSJ---****X,G * S* PS J- -- ** ** X,TACGRP.CSS.PNT.SPT.CLS10,Class X,
G*S*PSB---****X,G * S* PS B- -- ** ** X,TACGRP.CSS.PNT.SPT.CLS2,Class Ii,
G*S*PSC---****X,G * S* PS C- -- ** ** X,TACGRP.CSS.PNT.SPT.CLS3,Class Iii,
G*S*PSD---****X,G * S* PS D- -- ** ** X,TACGRP.CSS.PNT.SPT.CLS4,Class Iv,
G*S*PSE---****X,G * S* PS E- -- ** ** X,TACGRP.CSS.PNT.SPT.CLS5,Class V,
G*S*PSF---****X,G * S* PS F- -- ** ** X,TACGRP.CSS.PNT.SPT.CLS6,Class Vi,
G*S*PSG---****X,G * S* PS G- -- ** ** X,TACGRP.CSS.PNT.SPT.CLS7,Class Vii,
G*S*PSH---****X,G * S* PS H- -- ** ** X,TACGRP.CSS.PNT.SPT.CLS8,Class Viii,
G*S*PSI---****X,G * S* PS I- -- ** ** X,TACGRP.CSS.PNT.SPT.CLS9,Class Ix,
G*S*PSZ---****X,G * S* PS Z- -- ** ** X,TACGRP.CSS.PNT.SPT.GNL,General,
G*S*PO----****X,G * S* PO -- -- ** ** X,TACGRP.CSS.PNT.TCP,Traffic Control Post (Tcp),
G*S*PI----****X,G * S* PI -- -- ** ** X,TACGRP.CSS.PNT.TTP,Trailer Transfer Point,
G*S*PN----****X,G * S* PN -- -- ** ** X,TACGRP.CSS.PNT.UMC,Unit Maintenance Collection Point,
G*F*AT----****X,G * F* AT -- -- ** ** X,TACGRP.FSUPP.ARS.ARATGT,Area Target,pg
G*F*ATB---****X,G * F* AT B- -- ** ** X,TACGRP.FSUPP.ARS.ARATGT.BMARA,Bomb Area,pg
G*F*ATC---****X,G * F* AT C- -- ** ** X,TACGRP.FSUPP.ARS.ARATGT.CIRTGT,Circular Target,pg
G*F*ATR---****X,G * F* AT R- -- ** ** X,TACGRP.FSUPP.ARS.ARATGT.RTGTGT,Rectangular Target,pg
G*F*ATG---****X,G * F* AT G- -- ** ** X,TACGRP.FSUPP.ARS.ARATGT.SGTGT,Series Or Group Of Targets,pg
G*F*ATS---****X,G * F* AT S- -- ** ** X,TACGRP.FSUPP.ARS.ARATGT.SMK,Smoke,pg
G*F*ACAC--****X,G * F* AC AC -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.ACA.CIRCLR,Airspace Coordination Area (Aca)  Circular,pg
G*F*ACAI--****X,G * F* AC AI -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.ACA.IRR,Airspace Coordination Area (Aca)  Irregular,pg
G*F*ACAR--****X,G * F* AC AR -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.ACA.RTG,Airspace Coordination Area (Aca)  Rectangular,pg
G*F*ACDC--****X,G * F* AC DC -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.DA.CIRCLR,Dead Space Area (Da)  Circular,pg
G*F*ACDI--****X,G * F* AC DI -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.DA.IRR,Dead Space Area (Da)  Irregular,pg
G*F*ACDR--****X,G * F* AC DR -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.DA.RTG,Dead Space Area (Da)  Rectangular,pg
G*F*ACFC--****X,G * F* AC FC -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.FFA.CIRCLR,Free Fire Area (Ffa)  Circular,pg
G*F*ACFI--****X,G * F* AC FI -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.FFA.IRR,Free Fire Area (Ffa)  Irregular,pg
G*F*ACFR--****X,G * F* AC FR -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.FFA.RTG,Free Fire Area (Ffa)  Rectangular,pg
G*F*ACSC--****X,G * F* AC SC -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.FSA.CIRCLR,Fire Support Area (Fsa)  Circular,pg
G*F*ACSI--****X,G * F* AC SI -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.FSA.IRR,Fire Support Area (Fsa)  Irregular,pg
G*F*ACSR--****X,G * F* AC SR -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.FSA.RTG,Fire Support Area (Fsa)  Rectangular,pg
G*F*ACNC--****X,G * F* AC NC -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.NFA.CIRCLR,No Fire Area (Nfa)  Circular,pg
G*F*ACNI--****X,G * F* AC NI -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.NFA.IRR,No Fire Area (Nfa)  Irregular,pg
G*F*ACNR--****X,G * F* AC NR -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.NFA.RTG,No Fire Area (Nfa)  Rectangular,pg
G*F*ACPC--****X,G * F* AC PC -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.PAA.CIRCLR,Position Area For Artillery (Paa)  Circular,pg
G*F*ACPR--****X,G * F* AC PR -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.PAA.RTG,Position Area For Artillery (Paa)  Rectangular,pg
G*F*ACRC--****X,G * F* AC RC -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.RFA.CIRCLR,Restrictive Fire Area (Rfa)  Circular,pg
G*F*ACRI--****X,G * F* AC RI -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.RFA.IRR,Restrictive Fire Area (Rfa)  Irregular,pg
G*F*ACRR--****X,G * F* AC RR -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.RFA.RTG,Restrictive Fire Area (Rfa)  Rectangular,pg
G*F*ACEC--****X,G * F* AC EC -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.SNSZ.CIRCLR,Sensor Zone  Circular,pg
G*F*ACEI--****X,G * F* AC EI -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.SNSZ.IRR,Sensor Zone  Irregular,pg
G*F*ACER--****X,G * F* AC ER -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.SNSZ.RTG,Sensor Zone  Rectangular,pg
G*F*ACBC--****X,G * F* AC BC -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.TBA.CIRCLR,Target Build Up Area (Tba)  Circular,pg
G*F*ACBI--****X,G * F* AC BI -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.TBA.IRR,Target Build Up Area (Tba)  Irregular,pg
G*F*ACBR--****X,G * F* AC BR -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.TBA.RTG,Target Build Up Area (Tba)  Rectangular,pg
G*F*ACT---****X,G * F* AC T- -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.TGMF,Terminally Guided Munition Footprint (Tgmf),pg
G*F*ACVC--****X,G * F* AC VC -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.TVAR.CIRCLR,Target Value Area (Tvar)  Circular,pg
G*F*ACVI--****X,G * F* AC VI -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.TVAR.IRR,Target Value Area (Tvar)  Irregular,pg
G*F*ACVR--****X,G * F* AC VR -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.TVAR.RTG,Target Value Area (Tvar)  Rectangular,pg
G*F*ACZC--****X,G * F* AC ZC -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.ZOR.CIRCLR,Zone Of Responsibility (Zor)  Circular,pg
G*F*ACZI--****X,G * F* AC ZI -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.ZOR.IRR,Zone Of Responsibility (Zor)  Irregular,pg
G*F*ACZR--****X,G * F* AC ZR -- ** ** X,TACGRP.FSUPP.ARS.C2ARS.ZOR.RTG,Zone Of Responsibility (Zor)  Rectangular,pg
G*F*AKBC--****X,G * F* AK BC -- ** ** X,TACGRP.FSUPP.ARS.KLBOX.BLUE.CIRCLR,Blue Kill Box  Circular,pg
G*F*AKBI--****X,G * F* AK BI -- ** ** X,TACGRP.FSUPP.ARS.KLBOX.BLUE.IRR,Blue Kill Box  Irregular,pg
G*F*AKBR--****X,G * F* AK BR -- ** ** X,TACGRP.FSUPP.ARS.KLBOX.BLUE.RTG,Blue Kill Box  Rectangular,pg
G*F*AKPC--****X,G * F* AK PC -- ** ** X,TACGRP.FSUPP.ARS.KLBOX.PURPLE.CIRCLR,Purple Kill Box  Circular,pg
G*F*AKPI--****X,G * F* AK PI -- ** ** X,TACGRP.FSUPP.ARS.KLBOX.PURPLE.IRR,Purple Kill Box  Irregular,pg
G*F*AKPR--****X,G * F* AK PR -- ** ** X,TACGRP.FSUPP.ARS.KLBOX.PURPLE.RTG,Purple Kill Box  Rectangular,pg
G*F*AZII--****X,G * F* AZ II -- ** ** X,TACGRP.FSUPP.ARS.TGTAQZ.ATIZ.IRR,Artillery Target Intelligence (Ati) Zone Irregular,pg
G*F*AZIR--****X,G * F* AZ IR -- ** ** X,TACGRP.FSUPP.ARS.TGTAQZ.ATIZ.RTG,Artillery Target Intelligence (Ati) Zone Rectangular,pg
G*F*AZXI--****X,G * F* AZ XI -- ** ** X,TACGRP.FSUPP.ARS.TGTAQZ.CFFZ.IRR,Call For Fire Zone (Cffz)  Irregular,pg
G*F*AZXR--****X,G * F* AZ XR -- ** ** X,TACGRP.FSUPP.ARS.TGTAQZ.CFFZ.RTG,Call For Fire Zone (Cffz)  Rectangular,pg
G*F*AZFI--****X,G * F* AZ FI -- ** ** X,TACGRP.FSUPP.ARS.TGTAQZ.CFZ.IRR,Critical Friendly Zone (Cfz)  Irregular,pg
G*F*AZFR--****X,G * F* AZ FR -- ** ** X,TACGRP.FSUPP.ARS.TGTAQZ.CFZ.RTG,Critical Friendly Zone (Cfz)  Rectangular,pg
G*F*AZCI--****X,G * F* AZ CI -- ** ** X,TACGRP.FSUPP.ARS.TGTAQZ.CNS.IRR,Censor Zone  Irregular,pg
G*F*AZCR--****X,G * F* AZ CR -- ** ** X,TACGRP.FSUPP.ARS.TGTAQZ.CNS.RTG,Censor Zone  Rectangular,pg
G*F*AXC---****X,G * F* AX C- -- ** ** X,TACGRP.FSUPP.ARS.WPNRF.CIRCLR,Weapon/Sensor Range Fan  Circular,pg
G*F*AXS---****X,G * F* AX S- -- ** ** X,TACGRP.FSUPP.ARS.WPNRF.SCR,Weapon/Sensor Range Fan  Sector,pg
G*F*LCC---****X,G * F* LC C- -- ** ** X,TACGRP.FSUPP.LNE.C2LNE.CFL,Coordinated Fire Line (Cfl),pl
G*F*LCF---****X,G * F* LC F- -- ** ** X,TACGRP.FSUPP.LNE.C2LNE.FSCL,Fire Support Coordination Line (Fscl),pl
G*F*LCM---****X,G * F* LC M- -- ** ** X,TACGRP.FSUPP.LNE.C2LNE.MFP,Munition Flight Path (Mfp),pl
G*F*LCN---****X,G * F* LC N- -- ** ** X,TACGRP.FSUPP.LNE.C2LNE.NFL,No-Fire Line (Nfl),pl
G*F*LCR---****X,G * F* LC R- -- ** ** X,TACGRP.FSUPP.LNE.C2LNE.RFL,Restrictive Fire Line (Rfl),pl
G*F*LT----****X,G * F* LT -- -- ** ** X,TACGRP.FSUPP.LNE.LNRTGT,Linear Target,pl
G*F*LTF---****X,G * F* LT F- -- ** ** X,TACGRP.FSUPP.LNE.LNRTGT.FPF,Final Protective Fire (Fpf),pl
G*F*LTS---****X,G * F* LT S- -- ** ** X,TACGRP.FSUPP.LNE.LNRTGT.LSTGT,Linear Smoke Target,pl
G*F*PCB---****X,G * F* PC B- -- ** ** X,TACGRP.FSUPP.PNT.C2PNT.FP,Firing Point,pt
G*F*PCF---****X,G * F* PC F- -- ** ** X,TACGRP.FSUPP.PNT.C2PNT.FSS,Fire Support Station,pt
G*F*PCH---****X,G * F* PC H- -- ** ** X,TACGRP.FSUPP.PNT.C2PNT.HP,Hide Point,pt
G*F*PCL---****X,G * F* PC L- -- ** ** X,TACGRP.FSUPP.PNT.C2PNT.LP,Launch Point,pt
G*F*PCR---****X,G * F* PC R- -- ** ** X,TACGRP.FSUPP.PNT.C2PNT.RP,Reload Point,pt
G*F*PCS---****X,G * F* PC S- -- ** ** X,TACGRP.FSUPP.PNT.C2PNT.SCP,Survey Control Point,pt
G*F*PTN---****X,G * F* PT N- -- ** ** X,TACGRP.FSUPP.PNT.TGT.NUCTGT,Nuclear Target,pt
G*F*PTS---****X,G * F* PT S- -- ** ** X,TACGRP.FSUPP.PNT.TGT.PTGT,Point/Single Target,pt
G*M*NB----****X,G * M* NB -- -- ** ** X,TACGRP.MOBSU.CBRN.BIOCA,Biologically Contaminated Area,pg
G*M*NC----****X,G * M* NC -- -- ** ** X,TACGRP.MOBSU.CBRN.CMLCA,Chemically Contaminated Area,pg
G*M*NDA---****X,G * M* ND A- -- ** ** X,TACGRP.MOBSU.CBRN.DECONP.ALTUSP,Alternate Decon Site/Point (Unspecified),pt
G*M*NDE---****X,G * M* ND E- -- ** ** X,TACGRP.MOBSU.CBRN.DECONP.EQT,Decon Site/Point (Equipment),pt
G*M*NDB---****X,G * M* ND B- -- ** ** X,TACGRP.MOBSU.CBRN.DECONP.EQTTRP,Decon Site/Point (Equipment And Troops),pt
G*M*NDO---****X,G * M* ND O- -- ** ** X,TACGRP.MOBSU.CBRN.DECONP.OPDECN,Decon Site/Point (Operational Decontamination),pt
G*M*NDD---****X,G * M* ND D- -- ** ** X,TACGRP.MOBSU.CBRN.DECONP.TRGH,Decon Site/Point (Thorough Decontamination),pt
G*M*NDT---****X,G * M* ND T- -- ** ** X,TACGRP.MOBSU.CBRN.DECONP.TRP,Decon Site/Point (Troops),pt
G*M*NDP---****X,G * M* ND P- -- ** ** X,TACGRP.MOBSU.CBRN.DECONP.USP,Decon Site/Point (Unspecified),pt
G*M*NL----****X,G * M* NL -- -- ** ** X,TACGRP.MOBSU.CBRN.DRCL,Dose Rate Contour Lines,pg
G*M*NF----****X,G * M* NF -- -- ** ** X,TACGRP.MOBSU.CBRN.FAOTP,Fallout Producing,pt
G*M*NM----****X,G * M* NM -- -- ** ** X,TACGRP.MOBSU.CBRN.MSDZ,Minimum Safe Distance Zones,pt
G*M*NZ----****X,G * M* NZ -- -- ** ** X,TACGRP.MOBSU.CBRN.NDGZ,Nuclear Detonations Ground Zero,pt
G*M*NR----****X,G * M* NR -- -- ** ** X,TACGRP.MOBSU.CBRN.RADA,Radioactive Area,pg
G*M*NEB---****X,G * M* NE B- -- ** ** X,TACGRP.MOBSU.CBRN.REEVNT.BIO,Biological,pt
G*M*NEC---****X,G * M* NE C- -- ** ** X,TACGRP.MOBSU.CBRN.REEVNT.CML,Chemical,pt
G*M*OS----****X,G * M* OS -- -- ** ** X,TACGRP.MOBSU.OBST.ABS,Abatis,pl
G*M*OADC--****X,G * M* OA DC -- ** ** X,TACGRP.MOBSU.OBST.ATO.ATD.ATDC,Complete (Antitank Obstacles),pl
G*M*OADU--****X,G * M* OA DU -- ** ** X,TACGRP.MOBSU.OBST.ATO.ATD.ATDUC,Under Construction (Antitank Obstacles),pl
G*M*OAR---****X,G * M* OA R- -- ** ** X,TACGRP.MOBSU.OBST.ATO.ATDATM,Antitank Ditch Reinforced With Antitank Mines,pl
G*M*OAW---****X,G * M* OA W- -- ** ** X,TACGRP.MOBSU.OBST.ATO.ATW,Antitank Wall,pl
G*M*OAOF--****X,G * M* OA OF -- ** ** X,TACGRP.MOBSU.OBST.ATO.TDTSM.FIXPFD,Fixed And Prefabricated (Antitank Obstacles: Tetrahedrons  Dragons Teeth And Other Similar Obstacles),pt
G*M*OAOM--****X,G * M* OA OM -- ** ** X,TACGRP.MOBSU.OBST.ATO.TDTSM.MVB,Moveable (Antitank Obstacles: Tetrahedrons Dragons Teeth And Other Similar Obstacles),pt
G*M*OAOP--****X,G * M* OA OP -- ** ** X,TACGRP.MOBSU.OBST.ATO.TDTSM.MVBPFD,Moveable And Prefabricated (Antitank Obstacles: Tetrahedrons  Dragons Teeth And Other Similar Obstacles),pt
G*M*OHTH--****X,G * M* OH TH -- ** ** X,TACGRP.MOBSU.OBST.AVN.TWR.HIGH,High (Overhead Wire/Power Line),pt
G*M*OHTL--****X,G * M* OH TL -- ** ** X,TACGRP.MOBSU.OBST.AVN.TWR.LOW,Low (Overhead Wire/Power Line),pt
G*M*OB----****X,G * M* OB -- -- ** ** X,TACGRP.MOBSU.OBST.BBY,Booby Trap,pt
G*M*OGB---****X,G * M* OG B- -- ** ** X,TACGRP.MOBSU.OBST.GNL.BLT,Belt,pg
G*M*OGL---****X,G * M* OG L- -- ** ** X,TACGRP.MOBSU.OBST.GNL.LNE,Line,pl
G*M*OGF---****X,G * M* OG F- -- ** ** X,TACGRP.MOBSU.OBST.GNL.OFA,Obstacle Free Area,pg
G*M*OGR---****X,G * M* OG R- -- ** ** X,TACGRP.MOBSU.OBST.GNL.ORA,Obstacle Restricted Area,pg
G*M*OGZ---****X,G * M* OG Z- -- ** ** X,TACGRP.MOBSU.OBST.GNL.Z,Zone,pg
G*M*OMP---****X,G * M* OM P- -- ** ** X,TACGRP.MOBSU.OBST.MNE.APMNE,Antipersonnel (Ap) Mines,pt
G*M*OMD---****X,G * M* OM D- -- ** ** X,TACGRP.MOBSU.OBST.MNE.ATMAHD,Antitank Mine With Antihandling Device,pt
G*M*OME---****X,G * M* OM E- -- ** ** X,TACGRP.MOBSU.OBST.MNE.ATMDIR,Antitank Mine (Directional),pt
G*M*OMT---****X,G * M* OM T- -- ** ** X,TACGRP.MOBSU.OBST.MNE.ATMNE,Antitank Mine (At),pt
G*M*OMC---****X,G * M* OM C- -- ** ** X,TACGRP.MOBSU.OBST.MNE.MCLST,Mine Cluster,pl
G*M*OMU---****X,G * M* OM U- -- ** ** X,TACGRP.MOBSU.OBST.MNE.USPMNE,Unspecified Mine,pt
G*M*OMW---****X,G * M* OM W- -- ** ** X,TACGRP.MOBSU.OBST.MNE.WAMNE,Wide Area Mines,
G*M*OFD---****X,G * M* OF D- -- ** ** X,TACGRP.MOBSU.OBST.MNEFLD.DYN,Dynamic Depiction,pg
G*M*OFG---****X,G * M* OF G- -- ** ** X,TACGRP.MOBSU.OBST.MNEFLD.GAP,Gap,pl
G*M*OFA---****X,G * M* OF A- -- ** ** X,TACGRP.MOBSU.OBST.MNEFLD.MNDARA,Mined Area,pg
G*M*OFS---****X,G * M* OF S- -- ** ** X,TACGRP.MOBSU.OBST.MNEFLD.STC,Static Depiction,pt
G*M*OEB---****X,G * M* OE B- -- ** ** X,TACGRP.MOBSU.OBST.OBSEFT.BLK,Block,pl
G*M*OED---****X,G * M* OE D- -- ** ** X,TACGRP.MOBSU.OBST.OBSEFT.DRT,Disrupt,pl
G*M*OEF---****X,G * M* OE F- -- ** ** X,TACGRP.MOBSU.OBST.OBSEFT.FIX,Fix,pl
G*M*OET---****X,G * M* OE T- -- ** ** X,TACGRP.MOBSU.OBST.OBSEFT.TUR,Turn,pl
G*M*ORA---****X,G * M* OR A- -- ** ** X,TACGRP.MOBSU.OBST.RCBB.ABP,Explosives  State Of Readiness 2 (Armed-But Passable),pl
G*M*ORC---****X,G * M* OR C- -- ** ** X,TACGRP.MOBSU.OBST.RCBB.EXCD,Roadblock Complete (Executed),pl
G*M*ORP---****X,G * M* OR P- -- ** ** X,TACGRP.MOBSU.OBST.RCBB.PLND,Planned,pl
G*M*ORS---****X,G * M* OR S- -- ** ** X,TACGRP.MOBSU.OBST.RCBB.SAFE,Explosives  State Of Readiness 1 (Safe),pl
G*M*OT----****X,G * M* OT -- -- ** ** X,TACGRP.MOBSU.OBST.TRIPWR,Trip Wire,pl
