# Source File: https://github.com/Esri/military-features-data/blob/master/test/TestReproData/Mil-2525C-Wildcards.csv
# License: Apache V2: https://github.com/Esri/military-features-data/blob/master/license.txt
# Full SIDC,SIDC By Parts,Hierarchy Code,Name,Geometry
I*S*SRD-----***,I * S * SR D- -- -- ** *,SIGINT.SSUF.SIGINC.RAD.DATTMN,Data Transmission,
I*S*SRE-----***,I * S * SR E- -- -- ** *,SIGINT.SSUF.SIGINC.RAD.EW,Early Warning,
I*S*SRF-----***,I * S * SR F- -- -- ** *,SIGINT.SSUF.SIGINC.RAD.FIRCTL,Fire Control,
I*S*SRH-----***,I * S * SR H- -- -- ** *,SIGINT.SSUF.SIGINC.RAD.HGTFDG,Height Finding,
I*S*SRI-----***,I * S * SR I- -- -- ** *,SIGINT.SSUF.SIGINC.RAD.IDFF,Identification Friend-Foe (Interrogator),
I*S*SRMM----***,I * S * SR MM -- -- ** *,SIGINT.SSUF.SIGINC.RAD.METO,Meteorological (Military),
I*S*SRMF----***,I * S * SR MF -- -- ** *,SIGINT.SSUF.SIGINC.RAD.MFN,Multifunction,
I*S*SRMA----***,I * S * SR MA -- -- ** *,SIGINT.SSUF.SIGINC.RAD.MSLAQ,Missile Acquisition,
I*S*SRMG----***,I * S * SR MG -- -- ** *,SIGINT.SSUF.SIGINC.RAD.MSLGDN,Missile Guidance,
I*S*SRMT----***,I * S * SR MT -- -- ** *,SIGINT.SSUF.SIGINC.RAD.MSLTRK,Missile Tracking,
I*S*SRS-----***,I * S * SR S- -- -- ** *,SIGINT.SSUF.SIGINC.RAD.SUFSRH,Surface Search,
I*S*SRTA----***,I * S * SR TA -- -- ** *,SIGINT.SSUF.SIGINC.RAD.TGTAQ,Target Acquisition,
I*S*SRTI----***,I * S * SR TI -- -- ** *,SIGINT.SSUF.SIGINC.RAD.TGTILL,Target Illuminator,
I*S*SRTT----***,I * S * SR TT -- -- ** *,SIGINT.SSUF.SIGINC.RAD.TGTTRK,Target Tracking,
I*S*SRU-----***,I * S * SR U- -- -- ** *,SIGINT.SSUF.SIGINC.RAD.UNK,Unknown,
O*G*-----------,O * G * -- -- -- ** ** *,STBOPS.GRPORG,Nonmilitary Group Or Organization,
O*G*A----------,O * G * A- -- -- ** ** *,STBOPS.GRPORG.DPRE,Displaced Persons Refugees And Evacuees,
O*G*E----------,O * G * E- -- -- ** ** *,STBOPS.GRPORG.FNFGHT,Foreign Fighters,
O*G*F----------,O * G * F- -- -- ** ** *,STBOPS.GRPORG.GANG,Gang,
O*G*B----------,O * G * B- -- -- ** ** *,STBOPS.GRPORG.NGO,Nongovernmental Organization (Ngo),
O*G*D----------,O * G * D- -- -- ** ** *,STBOPS.GRPORG.RELIGS,Religious,
O*G*C----------,O * G * C- -- -- ** ** *,STBOPS.GRPORG.TERRST,Terrorist,
O*P*-----------,O * P * -- -- -- ** ** *,STBOPS.INDIV,Individual,
O*P*A----------,O * P * A- -- -- ** ** *,STBOPS.INDIV.LEADER,Leader,
O*P*C----------,O * P * C- -- -- ** ** *,STBOPS.INDIV.TERRST,Terrorist,
O*P*B----------,O * P * B- -- -- ** ** *,STBOPS.INDIV.TRGTD,Targeted,
O*I*D----------,O * I * D- -- -- ** ** *,STBOPS.ITM.DGVEH,Drug Vehicle,
O*I*G----------,O * I * G- -- -- ** ** *,STBOPS.ITM.GRF,Graffiti,
O*I*F----------,O * I * F- -- -- ** ** *,STBOPS.ITM.ISF,Internal Security Force,
O*I*I----------,O * I * I- -- -- ** ** *,STBOPS.ITM.KNIVEH,Known Insurgent Vehicle,
O*I*R----------,O * I * R- -- -- ** ** *,STBOPS.ITM.RFG,Refugees,
O*I*S----------,O * I * S- -- -- ** ** *,STBOPS.ITM.SAFHSE,Safe House,
O*I*V----------,O * I * V- -- -- ** ** *,STBOPS.ITM.VRLRPS,Vandalism/Loot/Ransack/Plunder/Sack,
O*L*B----------,O * L * B- -- -- ** ** *,STBOPS.LOCAT.BLST,Black List Location,
O*L*G----------,O * L * G- -- -- ** ** *,STBOPS.LOCAT.GLST,Gray List Location,
O*L*M----------,O * L * M- -- -- ** ** *,STBOPS.LOCAT.MASS,Mass Grave Location,
O*L*W----------,O * L * W- -- -- ** ** *,STBOPS.LOCAT.WLST,White List Location,
O*O*A----------,O * O * A- -- -- ** ** *,STBOPS.OPN.ARR,Arrest,
O*O*C----------,O * O * C- -- -- ** ** *,STBOPS.OPN.CMPLSS,Composite Loss,
O*O*CB---------,O * O * CB -- -- ** ** *,STBOPS.OPN.CMPLSS.ACCDNT,Accident,
O*O*CA---------,O * O * CA -- -- ** ** *,STBOPS.OPN.CMPLSS.CBT,Combat,
O*O*CC---------,O * O * CC -- -- ** ** *,STBOPS.OPN.CMPLSS.OTHER,Other,
O*O*D----------,O * O * D- -- -- ** ** *,STBOPS.OPN.DEMO,Demonstration,
O*O*U----------,O * O * U- -- -- ** ** *,STBOPS.OPN.DGOPN,Drug Operation,
O*O*E----------,O * O * E- -- -- ** ** *,STBOPS.OPN.EXTN,Extortion,
O*O*O----------,O * O * O- -- -- ** ** *,STBOPS.OPN.FDDIST,Food Distribution,
O*O*F----------,O * O * F- -- -- ** ** *,STBOPS.OPN.FRGSRH,Foraging/Searching,
O*O*HA---------,O * O * HA -- -- ** ** *,STBOPS.OPN.HJKG.APL,Hijacking (Airplane),
O*O*HV---------,O * O * HV -- -- ** ** *,STBOPS.OPN.HJKG.BOAT,Hijacking (Boat),
O*O*HT---------,O * O * HT -- -- ** ** *,STBOPS.OPN.HJKG.VEH,Hijacking (Vehicle),
O*O*K----------,O * O * K- -- -- ** ** *,STBOPS.OPN.KDNG,Kidnapping,
O*O*KA---------,O * O * KA -- -- ** ** *,STBOPS.OPN.KDNG.ATEMPT,Attempted,
O*O*M----------,O * O * M- -- -- ** ** *,STBOPS.OPN.ML,Mine Laying,
O*O*P----------,O * O * P- -- -- ** ** *,STBOPS.OPN.PATG,Patrolling,
O*O*Y----------,O * O * Y- -- -- ** ** *,STBOPS.OPN.PSYOP,Psychological Operations (Psyop),
O*O*YH---------,O * O * YH -- -- ** ** *,STBOPS.OPN.PSYOP.HTHP,House-To-House Propaganda,
O*O*YT---------,O * O * YT -- -- ** ** *,STBOPS.OPN.PSYOP.TARP,Psyop (Tv And Radio Propaganda),
O*O*YW---------,O * O * YW -- -- ** ** *,STBOPS.OPN.PSYOP.WP,Psyop (Written Propaganda),
O*O*RC---------,O * O * RC -- -- ** ** *,STBOPS.OPN.RCMT.CRCD,Recruitment (Coerced/Impressed),
O*O*RW---------,O * O * RW -- -- ** ** *,STBOPS.OPN.RCMT.WLG,Recruitment (Willing),
O*O*S----------,O * O * S- -- -- ** ** *,STBOPS.OPN.SPY,Spy,
O*R*-----------,O * R * -- -- -- ** ** *,STBOPS.RAPE,Rape,
O*R*A----------,O * R * A- -- -- ** ** *,STBOPS.RAPE.ATEMPT,Attempted,
O*V*A----------,O * V * A- -- -- ** ** *,STBOPS.VIOATY.ASN,Arson/Fire,
O*V*Y----------,O * V * Y- -- -- ** ** *,STBOPS.VIOATY.BBY,Booby Trap,
O*V*B----------,O * V * B- -- -- ** ** *,STBOPS.VIOATY.BM,Bomb/Bombing,
O*V*D----------,O * V * D- -- -- ** ** *,STBOPS.VIOATY.DBS,Drive-By Shooting,
O*V*E----------,O * V * E- -- -- ** ** *,STBOPS.VIOATY.EXPLSN,Explosion,
O*V*EI---------,O * V * EI -- -- ** ** *,STBOPS.VIOATY.EXPLSN.EXPLSN,Ied Explosion,
O*V*M----------,O * V * M- -- -- ** ** *,STBOPS.VIOATY.KILL,Killing (General),
O*V*MC---------,O * V * MC -- -- ** ** *,STBOPS.VIOATY.KILL.ASS,Assassination,
O*V*MB---------,O * V * MB -- -- ** ** *,STBOPS.VIOATY.KILL.EX,Execution,
O*V*MA---------,O * V * MA -- -- ** ** *,STBOPS.VIOATY.KILL.MDR,Murder,
O*V*P----------,O * V * P- -- -- ** ** *,STBOPS.VIOATY.PSNG,Poisoning,
O*V*S----------,O * V * S- -- -- ** ** *,STBOPS.VIOATY.SPG,Sniping,
G*G*AAH---****X,G * G * AA H- -- ** ** X,TACGRP.C2GM.AVN.ARS.HIDACZ,High Density Airspace Control Zone (Hidacz),
G*G*AAM---****X,G * G * AA M- -- ** ** X,TACGRP.C2GM.AVN.ARS.MEZ,Missile Engagement Zone (Mez),
G*G*AAMH--****X,G * G * AA MH -- ** ** X,TACGRP.C2GM.AVN.ARS.MEZ.HAMEZ,High Altitude Mez,
G*G*AAML--****X,G * G * AA ML -- ** ** X,TACGRP.C2GM.AVN.ARS.MEZ.LAMEZ,Low Altitude Mez,
G*G*AAR---****X,G * G * AA R- -- ** ** X,TACGRP.C2GM.AVN.ARS.ROZ,Restricted Operations Zone (Roz),
G*G*AAF---****X,G * G * AA F- -- ** ** X,TACGRP.C2GM.AVN.ARS.SHRDEZ,Short-Range Air Defense Engagement Zone (Shoradez),
G*G*AAW---****X,G * G * AA W- -- ** ** X,TACGRP.C2GM.AVN.ARS.WFZ,Weapons Free Zone,
G*G*ALC---****X,G * G * AL C- -- ** ** X,TACGRP.C2GM.AVN.LNE.ACDR,Air Corridor,pl
G*G*ALL---****X,G * G * AL L- -- ** ** X,TACGRP.C2GM.AVN.LNE.LLTR,Low Level Transit Route (Lltr),pl
G*G*ALM---****X,G * G * AL M- -- ** ** X,TACGRP.C2GM.AVN.LNE.MRR,Minimum Risk Route (Mrr),pl
G*G*ALS---****X,G * G * AL S- -- ** ** X,TACGRP.C2GM.AVN.LNE.SAAFR,Standard-Use Army Aircraft Flight Route (Saafr),pl
G*G*ALU---****X,G * G * AL U- -- ** ** X,TACGRP.C2GM.AVN.LNE.UAR,Unmanned Aircraft (Ua) Route,pl
G*G*APP---****X,G * G * AP P- -- ** ** X,TACGRP.C2GM.AVN.PNT.ACP,Air Control Point (Acp),
G*G*APC---****X,G * G * AP C- -- ** ** X,TACGRP.C2GM.AVN.PNT.COMMCP,Communications Checkpoint (Ccp),
G*G*APD---****X,G * G * AP D- -- ** ** X,TACGRP.C2GM.AVN.PNT.DAPP,Downed Aircrew Pickup Point,
G*G*APU---****X,G * G * AP U- -- ** ** X,TACGRP.C2GM.AVN.PNT.PUP,Pull-Up Point (Pup),
G*G*PA----****X,G * G * PA -- -- ** ** X,TACGRP.C2GM.DCPN.AAFF,Axis Of Advance For Feint,
G*G*PF----****X,G * G * PF -- -- ** ** X,TACGRP.C2GM.DCPN.DAFF,Direction Of Attack For Feint,
G*G*PM----****X,G * G * PM -- -- ** ** X,TACGRP.C2GM.DCPN.DMA,Decoy Mined Area,pg
G*G*PY----****X,G * G * PY -- -- ** ** X,TACGRP.C2GM.DCPN.DMAF,Decoy Mined Area  Fenced,pg
G*G*PD----****X,G * G * PD -- -- ** ** X,TACGRP.C2GM.DCPN.DMY,Dummy (Deception/Decoy),
G*G*PC----****X,G * G * PC -- -- ** ** X,TACGRP.C2GM.DCPN.DMYMD,Dummy Minefield (Dynamic),
G*G*PN----****X,G * G * PN -- -- ** ** X,TACGRP.C2GM.DCPN.DMYMS,Dummy Minefield (Static),
G*G*DAB---****X,G * G * DA B- -- ** ** X,TACGRP.C2GM.DEF.ARS.BTLPSN,Battle Position,
G*G*DABP--****X,G * G * DA BP -- ** ** X,TACGRP.C2GM.DEF.ARS.BTLPSN.PBNO,Prepared But Not Occupied,
G*G*DAE---****X,G * G * DA E- -- ** ** X,TACGRP.C2GM.DEF.ARS.EMTARA,Engagement Area,pg
G*G*DLF---****X,G * G * DL F- -- ** ** X,TACGRP.C2GM.DEF.LNE.FEBA,Forward Edge Of Battle Area (Feba),pl
G*G*DLP---****X,G * G * DL P- -- ** ** X,TACGRP.C2GM.DEF.LNE.PDF,Principal Direction Of Fire (Pdf),pl
G*G*DPO---****X,G * G * DP O- -- ** ** X,TACGRP.C2GM.DEF.PNT.OBSPST,Observation Post/Outpost,
G*G*DPON--****X,G * G * DP ON -- ** ** X,TACGRP.C2GM.DEF.PNT.OBSPST.CBRNOP,Cbrn Observation Post (Dismounted),
G*G*DPOC--****X,G * G * DP OC -- ** ** X,TACGRP.C2GM.DEF.PNT.OBSPST.CBTPST,Combat Outpost,
G*G*DPOF--****X,G * G * DP OF -- ** ** X,TACGRP.C2GM.DEF.PNT.OBSPST.FWDOP,Forward Observer Position,
G*G*DPOR--****X,G * G * DP OR -- ** ** X,TACGRP.C2GM.DEF.PNT.OBSPST.RECON,Observation Post Occupied By Dismounted Scouts Or Reconnaissance,
G*G*DPOS--****X,G * G * DP OS -- ** ** X,TACGRP.C2GM.DEF.PNT.OBSPST.SOP,Sensor Outpost/Listening Post (Op/Lp),
G*G*DPT---****X,G * G * DP T- -- ** ** X,TACGRP.C2GM.DEF.PNT.TGTREF,Target Reference Point (Trp),
G*G*GAA---****X,G * G * GA A- -- ** ** X,TACGRP.C2GM.GNL.ARS.ABYARA,Assembly Area,pg
G*G*GAZ---****X,G * G * GA Z- -- ** ** X,TACGRP.C2GM.GNL.ARS.AIRFZ,Airfield Zone,
G*G*GAD---****X,G * G * GA D- -- ** ** X,TACGRP.C2GM.GNL.ARS.DRPZ,Drop Zone,
G*G*GAE---****X,G * G * GA E- -- ** ** X,TACGRP.C2GM.GNL.ARS.EMTARA,Engagement Area,pg
G*G*GAX---****X,G * G * GA X- -- ** ** X,TACGRP.C2GM.GNL.ARS.EZ,Extraction Zone (Ez),
G*G*GAF---****X,G * G * GA F- -- ** ** X,TACGRP.C2GM.GNL.ARS.FTFDAR,Fortified Area,pg
G*G*GAG---****X,G * G * GA G- -- ** ** X,TACGRP.C2GM.GNL.ARS.GENARA,General Area,pg
G*G*GAY---****X,G * G * GA Y- -- ** ** X,TACGRP.C2GM.GNL.ARS.LAARA,Limited Access Area,pg
G*G*GAL---****X,G * G * GA L- -- ** ** X,TACGRP.C2GM.GNL.ARS.LZ,Landing Zone (Lz),
G*G*GAP---****X,G * G * GA P- -- ** ** X,TACGRP.C2GM.GNL.ARS.PZ,Pickup Zone (Pz),
G*G*GAS---****X,G * G * GA S- -- ** ** X,TACGRP.C2GM.GNL.ARS.SRHARA,Search Area/Reconnaissance Area,pl
G*G*GLB---****X,G * G * GL B- -- ** ** X,TACGRP.C2GM.GNL.LNE.BNDS,Boundaries,pl
G*G*GLF---****X,G * G * GL F- -- ** ** X,TACGRP.C2GM.GNL.LNE.FLOT,Forward Line Of Own Troops (Flot),pl
G*G*GLL---****X,G * G * GL L- -- ** ** X,TACGRP.C2GM.GNL.LNE.LITLNE,Light Line,pl
G*G*GLC---****X,G * G * GL C- -- ** ** X,TACGRP.C2GM.GNL.LNE.LOC,Line Of Contact,pl
G*G*GLP---****X,G * G * GL P- -- ** ** X,TACGRP.C2GM.GNL.LNE.PHELNE,Phase Line,pl
G*G*GPA---****X,G * G * GP A- -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL,Air Control,
G*G*GPAW--****X,G * G * GP AW -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.ABNEW,Airborne Early Warning (Aew),
G*G*GPAA--****X,G * G * GP AA -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.ASBWF,Antisubmarine Warfare  Fixed Wing,
G*G*GPAH--****X,G * G * GP AH -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.ASBWR,Antisubmarine Warfare  Rotary Wing,
G*G*GPAP--****X,G * G * GP AP -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.CAP,Combat Air Patrol (Cap),
G*G*GPAD--****X,G * G * GP AD -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.MIWF,Miw - Fixed Wing,
G*G*GPAE--****X,G * G * GP AE -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.MIWR,Miw - Rotary Wing,
G*G*GPAI--****X,G * G * GP AI -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.ORB,Orbit,
G*G*GPAJ--****X,G * G * GP AJ -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.ORBF8,Orbit - Figure Eight,
G*G*GPAN--****X,G * G * GP AN -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.ORBRD,Orbit - Random  Closed,
G*G*GPAM--****X,G * G * GP AM -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.ORBRT,Orbit - Race Track,
G*G*GPAL--****X,G * G * GP AL -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.RPH,Replenish,
G*G*GPAR--****X,G * G * GP AR -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.RSC,Rescue,
G*G*GPAS--****X,G * G * GP AS -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.SKEIP,Strike Ip,
G*G*GPAB--****X,G * G * GP AB -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.SUWF,Sucap - Fixed Wing,
G*G*GPAC--****X,G * G * GP AC -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.SUWR,Sucap - Rotary Wing,
G*G*GPAK--****X,G * G * GP AK -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.TAK,Tanking,
G*G*GPAT--****X,G * G * GP AT -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.TCN,Tacan,
G*G*GPAO--****X,G * G * GP AO -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.TMC,Tomcat,
G*G*GPAF--****X,G * G * GP AF -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.UA,Unmanned Aerial System (Uas/Ua),
G*G*GPAG--****X,G * G * GP AG -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTL.VTUA,Vtua,
G*G*GPP---****X,G * G * GP P- -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTPNT,Action Points (General),
G*G*GPPA--****X,G * G * GP PA -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTPNT.AMNPNT,Amnesty Point,
G*G*GPPK--****X,G * G * GP PK -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTPNT.CHKPNT,Check Point,
G*G*GPPC--****X,G * G * GP PC -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTPNT.CONPNT,Contact Point,
G*G*GPPO--****X,G * G * GP PO -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTPNT.CRDPNT,Coordination Point,
G*G*GPPD--****X,G * G * GP PD -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTPNT.DCNPNT,Decision Point,
G*G*GPPL--****X,G * G * GP PL -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTPNT.LNKUPT,Linkup Point,
G*G*GPPP--****X,G * G * GP PP -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTPNT.PSSPNT,Passage Point,
G*G*GPPR--****X,G * G * GP PR -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTPNT.RAYPNT,Rally Point,
G*G*GPPE--****X,G * G * GP PE -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTPNT.RELPNT,Release Point,
G*G*GPPS--****X,G * G * GP PS -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTPNT.STRPNT,Start Point,
G*G*GPPW--****X,G * G * GP PW -- ** ** X,TACGRP.C2GM.GNL.PNT.ACTPNT.WAP,Waypoint,
G*G*GPF---****X,G * G * GP F- -- ** ** X,TACGRP.C2GM.GNL.PNT.FRMN,Formation,
G*G*GPH---****X,G * G * GP H- -- ** ** X,TACGRP.C2GM.GNL.PNT.HBR,Harbor (General),
G*G*GPHA--****X,G * G * GP HA -- ** ** X,TACGRP.C2GM.GNL.PNT.HBR.PNTA,Point A,
G*G*GPHQ--****X,G * G * GP HQ -- ** ** X,TACGRP.C2GM.GNL.PNT.HBR.PNTQ,Point Q,
G*G*GPHX--****X,G * G * GP HX -- ** ** X,TACGRP.C2GM.GNL.PNT.HBR.PNTX,Point X,
G*G*GPHY--****X,G * G * GP HY -- ** ** X,TACGRP.C2GM.GNL.PNT.HBR.PNTY,Point Y,
G*G*GPR---****X,G * G * GP R- -- ** ** X,TACGRP.C2GM.GNL.PNT.REFPNT,Reference Point,
G*G*GPRC--****X,G * G * GP RC -- ** ** X,TACGRP.C2GM.GNL.PNT.REFPNT.CRDRTB,Corridor Tab,
G*G*GPRD--****X,G * G * GP RD -- ** ** X,TACGRP.C2GM.GNL.PNT.REFPNT.DLRP,Dlrp,
G*G*GPRM--****X,G * G * GP RM -- ** ** X,TACGRP.C2GM.GNL.PNT.REFPNT.MRSH,Marshall Point,
G*G*GPRN--****X,G * G * GP RN -- ** ** X,TACGRP.C2GM.GNL.PNT.REFPNT.NAVREF,Navigational Reference Point,
G*G*GPRP--****X,G * G * GP RP -- ** ** X,TACGRP.C2GM.GNL.PNT.REFPNT.PIM,Point Of Intended Movement (Pim),
G*G*GPRI--****X,G * G * GP RI -- ** ** X,TACGRP.C2GM.GNL.PNT.REFPNT.PNTINR,Point Of Interest,
G*G*GPRS--****X,G * G * GP RS -- ** ** X,TACGRP.C2GM.GNL.PNT.REFPNT.SPLPNT,Special Point,
G*G*GPRW--****X,G * G * GP RW -- ** ** X,TACGRP.C2GM.GNL.PNT.REFPNT.WAP,Waypoint,
G*G*GPO---****X,G * G * GP O- -- ** ** X,TACGRP.C2GM.GNL.PNT.RTE,Route,
G*G*GPOD--****X,G * G * GP OD -- ** ** X,TACGRP.C2GM.GNL.PNT.RTE.DVSN,Diversions,
G*G*GPOP--****X,G * G * GP OP -- ** ** X,TACGRP.C2GM.GNL.PNT.RTE.PIM,Pim,
G*G*GPOR--****X,G * G * GP OR -- ** ** X,TACGRP.C2GM.GNL.PNT.RTE.PNTR,Point R,
G*G*GPOZ--****X,G * G * GP OZ -- ** ** X,TACGRP.C2GM.GNL.PNT.RTE.RDV,Rendezvous,
G*G*GPOW--****X,G * G * GP OW -- ** ** X,TACGRP.C2GM.GNL.PNT.RTE.WAP,Waypoint,
G*G*GPC---****X,G * G * GP C- -- ** ** X,TACGRP.C2GM.GNL.PNT.SCTL,Sea Surface Control Station,
G*G*GPCA--****X,G * G * GP CA -- ** ** X,TACGRP.C2GM.GNL.PNT.SCTL.ASW,Asw Control Station,
G*G*GPCM--****X,G * G * GP CM -- ** ** X,TACGRP.C2GM.GNL.PNT.SCTL.MIW,Miw Control Station,
G*G*GPCN--****X,G * G * GP CN -- ** ** X,TACGRP.C2GM.GNL.PNT.SCTL.NCBTT,Noncombatant Control Station,
G*G*GPCP--****X,G * G * GP CP -- ** ** X,TACGRP.C2GM.GNL.PNT.SCTL.PKT,Picket Control Station,
G*G*GPCR--****X,G * G * GP CR -- ** ** X,TACGRP.C2GM.GNL.PNT.SCTL.RDV,Rendezvous Control Point,
G*G*GPCE--****X,G * G * GP CE -- ** ** X,TACGRP.C2GM.GNL.PNT.SCTL.REP,Replenishment Control Point,
G*G*GPCC--****X,G * G * GP CC -- ** ** X,TACGRP.C2GM.GNL.PNT.SCTL.RSC,Rescue Control Point,
G*G*GPCS--****X,G * G * GP CS -- ** ** X,TACGRP.C2GM.GNL.PNT.SCTL.SUW,Suw Control Station,
G*G*GPCU--****X,G * G * GP CU -- ** ** X,TACGRP.C2GM.GNL.PNT.SCTL.USV,Unmanned Surface Vehicle (Usv) Control Station,
G*G*GPCUA-****X,G * G * GP CU A- ** ** X,TACGRP.C2GM.GNL.PNT.SCTL.USV.ASW,Usv - Antisubmarine Warfare Control Station,
G*G*GPCUM-****X,G * G * GP CU M- ** ** X,TACGRP.C2GM.GNL.PNT.SCTL.USV.MIW,Usv - Mine Warfare Control Station,
G*G*GPCUR-****X,G * G * GP CU R- ** ** X,TACGRP.C2GM.GNL.PNT.SCTL.USV.RMV,Remote Multimission Vehicle (Rmv) Usv Control Station,
G*G*GPCUS-****X,G * G * GP CU S- ** ** X,TACGRP.C2GM.GNL.PNT.SCTL.USV.SUW,Usv - Surface Warfare Control Station,
G*G*GPB---****X,G * G * GP B- -- ** ** X,TACGRP.C2GM.GNL.PNT.UCTL,Subsurface Control Station,
G*G*GPBS--****X,G * G * GP BS -- ** ** X,TACGRP.C2GM.GNL.PNT.UCTL.SBSTN,Submarine Control Station,
G*G*GPBSA-****X,G * G * GP BS A- ** ** X,TACGRP.C2GM.GNL.PNT.UCTL.SBSTN.ASW,Asw Submarine Control Station,
G*G*GPBU--****X,G * G * GP BU -- ** ** X,TACGRP.C2GM.GNL.PNT.UCTL.UUV,Unmanned Underwater Vehicle (Uuv) Control Station,
G*G*GPBUA-****X,G * G * GP BU A- ** ** X,TACGRP.C2GM.GNL.PNT.UCTL.UUV.ASW,Uuv - Antisubmarine Warfare Control Station,
G*G*GPBUM-****X,G * G * GP BU M- ** ** X,TACGRP.C2GM.GNL.PNT.UCTL.UUV.MIW,Uuv - Mine Warfare Control Station,
G*G*GPBUS-****X,G * G * GP BU S- ** ** X,TACGRP.C2GM.GNL.PNT.UCTL.UUV.SUW,Uuv - Surface Warfare Control Station,
G*G*GPUY--****X,G * G * GP UY -- ** ** X,TACGRP.C2GM.GNL.PNT.USW.SNBY,Sonobuoy,
G*G*GPUYA-****X,G * G * GP UY A- ** ** X,TACGRP.C2GM.GNL.PNT.USW.SNBY.ANM,Anm,
G*G*GPUYT-****X,G * G * GP UY T- ** ** X,TACGRP.C2GM.GNL.PNT.USW.SNBY.ATAC,Atac,
G*G*GPUYB-****X,G * G * GP UY B- ** ** X,TACGRP.C2GM.GNL.PNT.USW.SNBY.BT,Bathythermograph Transmitting (Bt),
G*G*GPUYC-****X,G * G * GP UY C- ** ** X,TACGRP.C2GM.GNL.PNT.USW.SNBY.CASS,Command Active Sonobuoy System (Cass),
G*G*GPUYS-****X,G * G * GP UY S- ** ** X,TACGRP.C2GM.GNL.PNT.USW.SNBY.DICASS,Directional Command Active Sonobuoy System (Dicass),
G*G*GPUYD-****X,G * G * GP UY D- ** ** X,TACGRP.C2GM.GNL.PNT.USW.SNBY.DIFAR,Directional Frequency Analyzing And Recording (Difar),
G*G*GPUYX------,G * G * GP UY X- ** ** *,TACGRP.C2GM.GNL.PNT.USW.SNBY.EXP,Sonobuoy-Expired,
G*G*GPUYK-****X,G * G * GP UY K- ** ** X,TACGRP.C2GM.GNL.PNT.USW.SNBY.KGP,Kingpin,
G*G*GPUYL-****X,G * G * GP UY L- ** ** X,TACGRP.C2GM.GNL.PNT.USW.SNBY.LOFAR,Low Frequency Analyzing And Recording (Lofar),
G*G*GPUYP-****X,G * G * GP UY P- ** ** X,TACGRP.C2GM.GNL.PNT.USW.SNBY.PTNCTR,Pattern Center,
G*G*GPUYR-****X,G * G * GP UY R- ** ** X,TACGRP.C2GM.GNL.PNT.USW.SNBY.RO,Range Only (Ro),
G*G*GPUYV-****X,G * G * GP UY V- ** ** X,TACGRP.C2GM.GNL.PNT.USW.SNBY.VLAD,Vertical Line Array Difar (Vlad),
G*G*GPUS--****X,G * G * GP US -- ** ** X,TACGRP.C2GM.GNL.PNT.USW.SRH,Search,
G*G*GPUSA-****X,G * G * GP US A- ** ** X,TACGRP.C2GM.GNL.PNT.USW.SRH.ARA,Search Area,pt
G*G*GPUSC-****X,G * G * GP US C- ** ** X,TACGRP.C2GM.GNL.PNT.USW.SRH.CTR,Search Center,
G*G*GPUSD-****X,G * G * GP US D- ** ** X,TACGRP.C2GM.GNL.PNT.USW.SRH.DIPPSN,Dip Position,
G*G*GPUUB-****X,G * G * GP UU B- ** ** X,TACGRP.C2GM.GNL.PNT.USW.UH2.BCON,Brief Contact,
G*G*GPUUD-****X,G * G * GP UU D- ** ** X,TACGRP.C2GM.GNL.PNT.USW.UH2.DTM,Datum,
G*G*GPUUL-****X,G * G * GP UU L- ** ** X,TACGRP.C2GM.GNL.PNT.USW.UH2.LCON,Lost Contact,
